Device Name,IP Address,Site,Manufacturer,Model,IOS Version,Region
HOU150SS8K53B,136.171.190.5,HOU150,Cisco,Cisco Nexus 5672UP,7.3(3)N1(1),US
hou150ss8l111,146.36.9.130,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
hou150ss8m111,146.36.9.131,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9DDD101A,146.36.9.60,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9DDD101B,146.36.9.61,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9M57A,146.36.9.20,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9M57B,146.36.9.21,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9N92A,146.36.9.30,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9N92B,146.36.9.31,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9N92C,146.36.7.9,HOU150,Cisco,Cisco Nexus 5596 UP,7.3(3)N1(1),US
HOU150SS9N92D,146.36.7.10,HOU150,Cisco,Cisco Nexus 5596 UP,7.3(3)N1(1),US
HOU150SS9R25C,146.36.9.10,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9R25D,146.36.9.11,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9R73,146.36.2.216,HOU150,Cisco,Catalyst 65xx Virtual Switch,12.2(33)SXI2a,US
HOU150SS9XX45A,146.36.9.50,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9XX45B,146.36.9.51,HOU150,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
HOU150SS9YY17C,146.36.9.40,HOU150,Cisco,Cisco Nexus 5672UP,7.3(3)N1(1),US
HOU150SS9YY17D,146.36.9.41,HOU150,Cisco,Cisco Nexus 5672UP,7.3(3)N1(1),US
HOU150TS1,146.36.83.165,HOU150,Cisco,Cisco 2811,15.1(4)M6,US
HOU150VG350-1,146.34.4.26,HOU150,Cisco,VG350,15.7(3)M2,US
HOU150VG350-2,146.34.4.27,HOU150,Cisco,VG350,15.8(3)M1,US
HOU150VG350-3,146.34.4.28,HOU150,Cisco,VG350,15.7(3)M2,US
HOU150VG350-4,146.34.4.29,HOU150,Cisco,VG350,15.7(3)M2,US
HOU150VGL40,146.41.140.6,HOU150,Cisco,Cisco Voice Gateway 204XM,15.8(3)M2,US
HOU150VGL40B,146.41.140.7,HOU150,Cisco,Cisco Voice Gateway 204XM,15.8(3)M2,US
HOU150WC-01,146.36.4.203,HOU150,Cisco,Cisco Catalyst 9800-80 Wireless Controller,17.6.3,US
HOU150WC-06,146.36.4.194,HOU150,Cisco,WLC 5520,None,US
HOU150WC-REMOTE,146.36.4.198,HOU150,Cisco,WLC 5520,None,US
HOU150WC-TEST,146.36.5.70,HOU150,Cisco,Cisco 3504 Wireless LAN Controller,None,US
HOU150WC-TEST2,146.36.5.71,HOU150,Cisco,Cisco C9800LFK9,17.6.5,US
HOU15-ETC-11AAA27-MS,134.248.213.72,HOU150,Cisco,Cisco Catalyst 3560CX-8PT-S Switch,15.2(4)E5,US
HOU15-ETC-11AAA34-MS,134.248.213.93,HOU150,Cisco,Cisco Catalyst 3560CX-8PT-S Switch,15.2(4)E5,US
HOU15-ETC-11CCC34-MS,134.248.213.92,HOU150,Cisco,Cisco Catalyst 3560CX-8PT-S Switch,15.2(4)E5,US
HOU15-ETC-11DDD34-MS,134.248.213.91,HOU150,Cisco,Cisco Catalyst 3560CX-8PT-S Switch,15.2(4)E5,US
HOU15-ETC-11VV37-MS,134.248.213.90,HOU150,Cisco,Cisco Catalyst 3560CX-8PT-S Switch,15.2(4)E5,US
HOU15-ETC-11WW34-MS,134.248.213.96,HOU150,Cisco,Cisco Catalyst 3560CX-8PT-S Switch,15.2(4)E5,US
HOU15-ETC-11WW37-MS,134.248.213.89,HOU150,Cisco,Cisco Catalyst 3560CX-8PT-S Switch,15.2(4)E5,US
HOU15-ETC-11YY34-MS,134.248.213.95,HOU150,Cisco,Cisco Catalyst 3560CX-8PT-S Switch,15.2(4)E5,US
HOU15-ETC-11ZZ34-MS,134.248.213.94,HOU150,Cisco,Cisco Catalyst 3560CX-8PT-S Switch,15.2(4)E5,US
HOU160RPSL-IPT,146.34.2.34,HOU160,Cisco,Catalyst WS-C3560CX-8PC-S,15.2(4)E5,US
HOU160RPVG350,146.34.2.35,HOU160,Cisco,VG350,15.7(3)M2,US
HOU160VG350-1,146.34.87.238,HOU160,Cisco,VG350,15.7(3)M2,US
HOU160VG350-2,146.34.87.239,HOU160,Cisco,VG350,15.7(3)M2,US
HOU194RE1,144.5.196.234,HOU194,Cisco,Cisco 4331 ISR,16.9.5,US
HOU194SE1,144.5.196.247,HOU194,Cisco,Cisco Catalyst 9300 Series Switch,16.12.02,US
HOU400RA1,146.33.111.124,HOU400,Cisco,Cisco 4331 ISR,16.3.5,US
HOU464RE1,144.5.196.223,HOU464,Cisco,Cisco 4331 ISR,16.9.4,US
HOU517-MS1,139.65.212.68,HOU517,Cisco,Cisco C9200R Fixed Switch Stack,17.3.4,US
HOU517SG10v,139.65.212.80,HOU517,Cisco,Cisco Catalyst 4500 L3,03.08.09.E RELEASE SOFTWARE (fc2),US
HOU599RE1,144.5.28.28,HOU599,Cisco,Cisco 4331 ISR,16.12.4,US
hou599se1,144.5.196.62,HOU599,Cisco,Cisco Catalyst 38xx stack,16.12.4,US
HOU-NEC-CUCM,10.14.50.20,,Cisco,Cisco Unified Communications Manager,None,US
HYD115RE1,144.5.180.248,HYD110,Cisco,Cisco 4331 ISR,15.5(3)S4b,US
IL-TA-WELLOPS301-SE1,10.25.117.161,"Stena Forth (wellops301), Drillship, Eastern Mediterrenean",Cisco,Cisco Catalyst 9300 Series Switch,16.12.5b,US
IN-MH-F08685-RA02,144.5.25.232,F08685:,Cisco,Cisco 4431 ISR,16.12.4,US
IN-MH-F08685-SL01,144.5.25.233,F08685:,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
IQ-AR-ERV423-RB01,139.65.182.39,WAN SDWAN : ERV423,Cisco,Cisco,17.6.3a,US
IQ-AR-ERV423-SL01,146.30.85.1,ERV423,Cisco,Cisco C9200R Fixed Switch Stack,16.12.4,US
ISY-CR-SW1,146.30.160.42,F09145,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE12,US
ISY-CR-SW2,146.30.160.43,F09145,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE12,US
ISY-CR-SW3,146.30.160.44,F09145,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE11,US
JFPM-RB01,139.65.180.30,JFPM,Cisco,Cisco,17.4.1b,US
KR-11-KRHQ-GA1,146.40.66.196,KRHQ,Cisco,Cisco,17.5.1a,US
KZ-ATY-F09001-SL02,146.31.56.5,,Cisco,Cisco Nexus 93180YC-FX,9.3(8),US
KZ-ATY-F09001-SL06,146.31.56.9,TCOTEN,Cisco,Cisco Nexus 93180YC-FX,9.3(8),US
KZ-ATY-F09001-SS01,146.31.56.2,,Cisco,Cisco Nexus 9K C9364C,9.3(8),US
KZ-ATY-TCOATY-SE01V,139.65.210.58,TCOATY,Cisco,Catalyst 9500-48Y4C,16.12.4,US
laf575nxcm2,146.34.11.163,,Cisco,Cisco Unified Communications Manager,None,US
laf575nxtftp1,146.34.11.164,,Cisco,Cisco Unified Communications Manager,None,US
LAFLA3RA1,146.24.124.248,LAFLA3,Cisco,Cisco 4331 ISR,15.5(3)S4b,US
LAFLA3VGA1,146.34.112.4,LAFLA3,Cisco,VG310,15.9(3)M6,US
LAGNR-MS1,139.65.209.212,LAGNR,Cisco,Cisco Catalyst 3560CG-8PC-S,15.0(2)SE11,US
LAGNR-MS2,139.65.209.216,LAGNR,Cisco,Cisco Catalyst 29xxStack,15.2(7)E1,US
LAGNRWLC1,146.42.150.102,Lekki Main Building (PABX Room),Cisco,Cisco 5500 Series Wireless Controller,None,US
LAT173RA1,146.33.75.248,LAT173,Cisco,Cisco 4351 ISR,16.12.4,US
LAT173SL1,146.33.75.250,LAT173,Cisco,Cisco Catalyst 4506-E,15.0(2)SG11,US
LAT173SL2,146.33.75.251,LAT173,Cisco,Cisco WS-C4506,15.0(2)SG11,US
LAT173ST-1017A,146.33.72.15,LAT173,Cisco,Cisco Catalyst 2960CX-8PC-L Switch,15.2(4)E5,US
LAT173ST-1017B,146.33.72.16,LAT173,Cisco,Cisco Catalyst 2960CX-8PC-L Switch,15.2(4)E5,US
LAT173ST-1017C,146.33.72.17,LAT173,Cisco,Cisco Catalyst 2960CX-8PC-L Switch,15.2(4)E5,US
LAT173ST-1038A,146.33.72.18,LAT173,Cisco,Cisco Catalyst 2960CX-8PC-L Switch,15.2(4)E5,US
LAT173VG1,146.34.92.4,LAT173,Cisco,VG310,15.7(3)M,US
LAT173VG2,146.34.92.5,LAT173,Cisco,VG310,15.7(3)M,US
lat173wc-01,146.33.75.210,LAT173,Cisco,Cisco 5500 Series Wireless Controller,None,US
LAXQX1-MS1,139.65.212.196,LAXQX1,Cisco,Catalyst 3560X 48 PoE,15.2(4)E5,US
LAXQX1SG10,139.65.212.206,LAXQX1,Cisco,Cisco Catalyst 4500 L3,03.08.09.E RELEASE SOFTWARE (fc2),US
LOMAMXRA1,146.39.64.248,LOMAMX,Cisco,Cisco 4331 ISR,16.12.4,US
LOMAMXRL1,146.39.64.254,LOMAMX,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
LOMAMXSL2,146.39.64.3,LOMAMX,Cisco,Cisco Catalyst 9300 Series Switch,17.6.4,US
LOMAMXSL3,146.39.64.11,LOMAMX,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
LOMAMXSL4,146.39.64.12,LOMAMX,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(4)E3,US
LOMAMXSL5,146.39.64.13,,Cisco,Cisco IE-4000-4S8P4G-E Industrial Ethernet Switch,15.2(4)EA5,US
LOMAMXwc-01,146.39.64.235,"ChevromLubricants- Mexico City, MX",Cisco,Cisco 3504 Wireless LAN Controller,None,US
LONPWGGS4,139.65.213.17,"Floor Grnd Z10C : CT2 U24 : LONPWG : Unit 2 Volt Avenue, London, NW10 6PW , United Kingdom",Cisco,Cisco ASR 1002,15.4(3)S6a,US
LONPWGRD10,139.65.213.15,LONPWG,Cisco,Cisco ASR 1001-X Router,16.12.5,US
LONPWGRG10,139.65.152.236,LONPWG,Cisco,Cisco ASR 1006,15.5(3)S3,US
LONPWGSG10v,139.65.213.16,LONPWG,Cisco,Cisco Catalyst 4500 L3,03.08.09.E RELEASE SOFTWARE (fc2),US
LOR120RA1,146.33.25.225,LOR120,Cisco,Cisco CGR-2010,15.2(4)M6,US
LOU440RA1,146.25.11.253,LOU440,Cisco,Cisco 4331 ISR,16.12.4,US
LOU440SL1,146.25.11.254,LOU440,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
LOU440SL2,146.25.11.130,LOU440,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
LOU440SL3,146.25.11.131,LOU440,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
lou440wc-01,146.25.11.226,,Cisco,Cisco 3504 Wireless LAN Controller,None,US
LOU940RA3,146.25.7.251,LOU940,Cisco,Cisco 4351 ISR,16.12.4,US
LOU940RA4,146.25.7.253,LOU940,Cisco,Cisco 4351 ISR,16.12.4,US
LOU940SL1,146.25.7.248,LOU940,Cisco,Cisco Catalyst 9300 Series Switch,16.9.5,US
LOU940VGA1,146.34.66.5,LOU940,Cisco,VG310,15.9(3)M6,US
LUAA13SSDC02SM-N5K,146.42.32.90,LUAA13,Cisco,Cisco Nexus 93180YC-FX,7.0(3)I7(3),US
LUAA29-MS2,139.65.210.120,TCOATH,Cisco,Cisco Catalyst 9300 Series Switch,16.9.2,US
LURUA4SL-C17,146.42.15.95,LURUA,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(4)E6,US
MAD-CORE-3850,10.30.4.1,MADISON,Cisco,Cisco Catalyst 38xx stack,16.12.8,US
MAD-LAD-BIOBLDG,10.30.4.4,MADISON,Cisco,Cisco Catalyst 29xxStack,15.0(2a)EX5,US
MAD-LAN-2,10.30.4.3,,Cisco,Cisco Catalyst 2960-Plus 24PC-L Switch,15.0(2)SE6,US
MAD-LAN-4,10.30.4.5,Madison,Cisco,Cisco Catalyst 29xxStack,15.2(2)E6,US
MAD-LOADOUT-2960x,10.30.4.6,,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MAL-CR-CUCMPUB,146.30.168.110,,Cisco,Cisco Unified Communications Manager,None,US
MAL-MDOS-RES9SW1,146.30.169.220,F09133,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE6,US
MARCASL-MAIN,146.26.89.1,MARCA,Cisco,Catalyst 37xx Stack,15.2(4)E5,US
MAR-IDF-SW1,146.30.176.194,F09145,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE12,US
MAR-IDF-SW2,146.30.176.195,F09145,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE12,US
MAR-IDF-SW3,146.30.176.196,F09145,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE12,US
MAR-IDF-SW4-VC,146.30.176.197,F09145,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE12,US
MAR-IDF-WORKSHOP,146.30.176.198,F09145,Cisco,Cisco Catalyst 2960C-8PC-L,15.2(2)E8,US
MAVRD1-3945,146.39.123.248,MAV,Cisco,Cisco 3945K9,15.4(3)M6,US
MAVSL1-C3850-Stack,146.39.123.2,MAV,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
MAVSL2-C3850,146.39.123.3,MAV,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
MAVSL5-C3560E,146.39.123.8,MAV,Cisco,Cisco Catalyst 3560-E48PD,15.0(2)SE11,US
MBARA1,146.26.99.248,MBA,Cisco,Cisco 4331 ISR,16.12.4,US
MBA-VG204,146.34.39.115,MBA,Cisco,Cisco Voice Gateway 204XM,15.8(3)M2,US
MBERA1,146.33.25.253,MBE,Cisco,Cisco 2921K9,15.5(3)M6a,US
MBESL1,146.33.25.254,MBE,Cisco,Catalyst 37xx Stack,15.2(4)E5,US
MBESL2,146.33.108.131,MBE,Cisco,Catalyst 37xx Stack,15.2(4)E5,US
MCBU-DEB598DELWCM1,146.33.26.251,MCBU,Cisco,Cisco 819 Hardened ISR,15.4(3)M2,US
MCBU-GIL35-STAGESL2,146.36.249.13,HOU140,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
MCBU-GIL35-STAGESL3,146.36.249.14,HOU140,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
MC-CONTR-2960,10.18.1.32,"Mason City, Iowa",Cisco,Cisco Catalyst 29xxStack,15.0(2)EX4,US
MC-CORE-3850,10.18.1.1,,Cisco,Cisco Catalyst 38xx stack,16.12.8,US
MCKGA1-IPT,146.35.195.247,MCK,Cisco,Cisco 4331 ISR,16.9.4,US
MCKGA2-IPT,146.34.43.3,MCK,Cisco,VG310,15.9(3)M6,US
MCKGA3-IPT,146.34.43.4,MCK,Cisco,VG310,15.9(3)M6,US
MC-LOAD-2960,10.18.1.33,"Mason City, Iowa",Cisco,Cisco Catalyst 29xxStack,15.2(3)E2,US
MC-OFFICE-2960,10.18.1.31,"Mason City, Iowa",Cisco,Cisco Catalyst 29xxStack,15.2(2)E6,US
MCORA1,146.24.195.249,MCO,Cisco,Cisco 2921K9,15.7(3)M5,US
MDOS-B4MBIDF-SW1,146.30.169.199,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-B5FCIDF-SW1,146.30.169.203,F09133,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE8,US
MDOS-B6APT-SW1,146.30.169.221,F09133,Cisco,Cisco Catalyst 29xxStack,15.0(2a)EX5,US
MDOS-DC-RSW1,146.30.169.228,F09133,Cisco,Cisco Catalyst 38xx stack,16.6.5,US
MDOS-DC-RSW2,146.30.169.229,F09133,Cisco,Catalyst 37xx Stack,15.2(4)E7,US
MDOS-DC-RSW3,146.30.169.230,F09133,Cisco,Catalyst 37xx Stack,15.2(4)E8,US
MDOS-DC-RSW4,146.30.169.231,F09133,Cisco,Catalyst 37xx Stack,15.2(4)E7,US
MDOS-DC-RSW6,146.30.169.233,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E4,US
MDOS-DC-RSW7,146.30.169.200,F09133,Cisco,Cisco Catalyst 38xx stack,16.6.5,US
MDOS-DC-WLC1,10.116.60.28,F09133,Cisco,Cisco 5500 Series Wireless Controller,None,US
MDOS-DC-WLC2,10.116.60.29,F09133,Cisco,Cisco 5500 Series Wireless Controller,None,US
MDOS-DUP11-SW1,146.30.169.225,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-DUP13-SW1,146.30.169.226,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-DUP7-SW1,146.30.169.222,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-DUP8-SW1,146.30.169.223,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-FL0IDF-SW1,146.30.169.207,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-FL0IDF-SW2,146.30.169.208,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-FL0IDF-SW3,146.30.169.209,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-FL0IDF-SW4,146.30.169.210,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-FL1IDF-STK1,146.30.169.211,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(4)E8,US
MDOS-FL2IDF-SECURITY-SW1,146.30.169.215,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(4)E8,US
MDOS-FL2IDF-STK1,146.30.169.214,F09133,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE8,US
MDOS-FL3IDF-STK1,146.30.169.216,F09133,Cisco,Cisco Catalyst 29xxStack,15.0(2a)EX5,US
MDOS-Flr0SecRm-Sw1,146.30.169.206,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-FLR4IDF-STK1,146.30.169.217,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2a)E1,US
MDOS-FLR4IDF-SW3,146.30.169.218,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-FLR5IDF-STK1,146.30.169.219,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
MDOS-MAINT-SW1,146.30.169.205,F09133,Cisco,Cisco Catalyst 29xxStack,15.2(3)E1,US
MDWsl01,146.35.201.4,MDW,Cisco,Cisco WS-C4507R+E,03.08.05.E RELEASE SOFTWARE (fc2),US
MDWSL16,146.35.201.53,MDW,Cisco,Cisco Catalyst 38xx stack,16.9.5,US
MEDaswp1-2960-1,146.39.36.130,MED,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE11,US
MEDaswp2-2960-1,146.39.36.131,MED,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE11,US
MEDrt1,146.39.36.189,MED,Cisco,Cisco 2911K9,15.5(3)M6a,US
MEX405RA1,146.39.62.245,MEX405,Cisco,Cisco 2921K9,15.2(1)T,US
MEX405SL1,146.39.62.253,MEX405,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
MI1270VG204XM-1,146.41.173.3,MI1270,Cisco,Cisco Voice Gateway 204XM,15.8(3)M2,US
MI630A-MS1,139.65.209.164,MI630,Cisco,Cisco Catalyst 3560CG-8PC-S,15.0(2)SE11,US
MI630ARD1-PTP,146.24.135.247,MI630A,Cisco,Cisco ASR1002-X,16.3.5,US
MI630ARL1-VSS,146.24.199.129,MI630,Cisco,Cisco Catalyst 68xx Virtual Switch,15.5(1)SY7,US
MI630ASL-S2905,146.24.154.4,MI630A,Cisco,Cisco WS-C4507R+E,03.08.05.E RELEASE SOFTWARE (fc2),US
MI630MCBUrp2,139.65.21.14,MI630,Cisco,Cisco ASR1002-X,15.4(3)S2,US
MI630VG3,146.34.102.42,MI630A,Cisco,Cisco Voice Gateway 204XM,15.9(3)M6,US
MID2ASL1,146.24.173.246,MID2A,Cisco,Cisco Catalyst 9300 Series Switch,16.9.5,US
MID2AVG1,146.34.226.5,MID2A,Cisco,VG310,15.9(3)M6,US
MID2BVG1,146.24.161.141,MID2A,Cisco,Cisco Voice Gateway 204XM,15.8(3)M2,US
MID2CVG204XM-1,146.34.226.2,MID2C,Cisco,Cisco Voice Gateway 204XM,15.9(3)M6,US
MON188RE1,144.5.180.250,MON188,Cisco,Cisco 4331 ISR,16.12.4,US
MON188SL1,144.5.178.194,MON188,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
MONCARA2,146.26.43.252,MONCA,Cisco,Cisco 829 Industrial ISRs,15.8(3)M3,US
MONCASL1,146.26.43.249,MONCA,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
MS1VG01,146.29.158.11,BWI,Cisco,Cisco Voice Gateway 204XM,15.8(3)M2,US
MYTUTRA1,146.33.25.233,MYTUT,Cisco,Cisco 4331 ISR,16.12.4,US
MYTUTSL1,146.33.25.234,MYTUT,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
NA_Lab_3850D,136.171.179.52,HOU140,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
NA_Lab_R4331A,136.171.179.48,LAB,Cisco,Cisco 4331 ISR,16.9.4,US
NA-BR-RJ-SL05,146.39.192.4,F06117,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
NA-BR-RJ-SL06,146.39.193.4,F06117,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
NA-BR-RJ-SL07,146.39.194.4,F06117,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
NA-BR-SP-A-F09153-SE01V,139.65.214.140,F09153,Cisco,Catalyst 9500-48Y4C,16.12.4,US
NA-US-CHVPK-F2219-VG01,146.34.177.5,CHVPKH,Cisco,VG310,15.6(3)M3a,US
NA-US-CHVPK-H2499_Lab-SL1,146.27.96.4,CHVPKH,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
NA-US-PAMNJ-VG01,146.34.100.196,PAMNJ,Cisco,Cisco Voice Gateway 204XM,15.9(3)M6,US
NA-US-PASMS-3FS-RackS-SL1,146.25.47.12,PSG001,Cisco,Cisco Catalyst 9300 Series Switch,17.7.1,US
NA-US-PASMS-3FS-VG01,146.41.240.22,PSG001,Cisco,VG310,15.6(3)M3a,US
NA-US-PASMS-3FS-VG02,146.41.240.23,PSG001,Cisco,VG310,15.9(3)M6,US
NA-US-PASMS-3FS-VG03,146.41.240.24,PSG001,Cisco,VG310,15.6(3)M3a,US
NA-US-PASMS-ADM-CYCLR-SL1,146.25.36.5,PASMS,Cisco,Cisco C9200R Fixed Switch Stack,17.3.5,US
NA-US-PASMS-ADM-TC1-SL1,146.25.49.132,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
NA-US-PASMS-ADM-TC1-SL2,146.25.55.196,LAN-ACCESS : US-MS-PASMS : Admin Building TC1 Communications Closet,Cisco,Cisco Catalyst 29xxStack,15.2(2)E7,US
NA-US-PASMS-ADM-TC3-SL1,146.25.44.196,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-ADM-TC3-SL2,146.25.44.132,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
NA-US-PASMS-ADM-TC4-SL1,146.25.44.4,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-ADM-TC5-SL1,146.25.45.4,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-ADM-TC6-SL2,146.25.49.5,PASMS,Cisco,Cisco Catalyst 29xxStack,15.2(7)E3,US
NA-US-PASMS-ARO-Comrep-SL1,146.25.34.196,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-BLD-Secoff-SL1,146.25.46.7,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-BLD-SL1,146.25.46.11,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-BLD-SL2,146.25.46.10,PASMS,Cisco,Cisco C9200R Fixed Switch Stack,17.3.5,US
NA-US-PASMS-CBRES-CHRM-SL1,146.25.39.203,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-CK1-Lab-SL1,146.25.42.12,PASMS,Cisco,Cisco C9200R Fixed Switch Stack,17.3.5,US
NA-US-PASMS-CK1-VG01,146.41.240.66,PSG001,Cisco,VG310,15.9(3)M6,US
NA-US-PASMS-CK2-Lab-SL1,146.25.42.11,PASMS,Cisco,Cisco C9200R Fixed Switch Stack,17.3.5,US
NA-US-PASMS-CTD-Mezz-SL1,146.25.55.5,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-CTD-PMM-SL1,146.25.55.4,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-CTD-ProcGuardG-SL1,146.25.45.136,PASMS,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
NA-US-PASMS-CTD-Receiving-SL1,146.25.45.134,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-CTD-Subef-SL1,146.25.45.157,PASMS,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
NA-US-PASMS-CTD-TOWER-SL01,146.25.45.151,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
NA-US-PASMS-CTD-Urentals-SL1,146.25.37.5,PASMS,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
NA-US-PASMS-CTD-VG01,146.41.241.4,PSG001,Cisco,VG310,15.6(3)M3a,US
NA-US-PASMS-CTD-WHSE2-SL1,146.25.45.135,PASMS,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
NA-US-PASMS-CTD-WHSE5-SL1,146.25.37.8,PASMS,Cisco,Catalyst WS-C3560CX-12PC-S,15.2(7)E2,US
NA-US-PASMS-CTR-Garage-SL1,146.25.41.136,PSG001,Cisco,Cisco C9200R Fixed Switch Stack,17.3.5,US
NA-US-PASMS-CTR-IE-SL1,146.25.41.132,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-CTR-MAS-SL1,146.25.41.134,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,16.12.02,US
NA-US-PASMS-CTR-MAS-SL2,146.25.41.135,PASMS,Cisco,Cisco C9200R Fixed Switch Stack,17.3.5,US
NA-US-PASMS-CTR-SL1,146.25.43.133,PSG001,Cisco,Cisco Catalyst 9300 Series Switch,17.7.1,US
NA-US-PASMS-CTR-Tool-SL1,146.25.41.133,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
NA-US-PASMS-CYC-SL1,146.25.36.4,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.7.1,US
NA-US-PASMS-FTG-ENT-SL01,146.25.38.133,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
NA-US-PASMS-MKT-SL01,146.25.32.248,PASMS,Cisco,Cisco Catalyst 9300 Series Switch,17.7.1,US
